nodo,pagerank,in_degree,out_degree,hits_hub,hits_authority,betweenness,closeness
178759,0.0006440497201810416,12,12,0.00013299259408855238,3.275503699219081e-05,0.0,0.07436234214184854
179283,0.00028977449846948793,1,3,4.057719975738828e-21,-4.233970413265334e-20,0.0,0.0009004502251125562
179572,0.0004200171832884713,13,14,1.0819237568353504e-06,2.5119383232705424e-07,1.5523277154092564e-05,0.0065032516258129065
179645,0.0012033870526679564,5,0,-0.0,1.8270130407518297e-08,0.0,0.14811189757457566
179691,0.00045125586669925817,28,26,1.3017340911262901e-06,6.909370872901463e-07,1.7685522122523227e-05,0.022356005589001398
179756,0.0003906258424790746,8,10,8.737341572500627e-10,1.2375832899822488e-10,0.0,0.00416875104218776
179782,8.64439217488278e-05,0,1,5.664189399177997e-21,3.5846376216464595e-19,0.0,0.0
180548,0.0007475813944369487,23,16,2.0034101501952227e-09,8.565127734167377e-08,2.5365003687498276e-05,0.015511922627980656
180611,8.64439217488278e-05,0,0,-0.0,8.528253069959961e-19,0.0,0.0
180644,0.000575184448367622,2,2,-2.9480612932529445e-21,-5.322596238867051e-19,0.0,0.0010005002501250625
180750,0.0007384424546449936,21,14,2.5945548222245458e-09,1.230752220594822e-09,1.6691695864615657e-08,0.013488628372157094
180771,0.0004468332563731533,3,4,-3.2629310925194825e-20,-7.539546873965384e-20,0.0,0.0028217233616808406
180862,0.00012283721072282096,17,48,1.958697103128776e-06,8.514832375707819e-07,2.6798517710640447e-05,0.008504252126063032
181154,0.000575184448367622,2,2,-4.787468126601351e-21,-4.2005033753698395e-19,0.0,0.0010005002501250625
181309,0.0005751844483676223,29,29,1.3193810822881833e-18,3.1647290844058792e-18,0.0,0.014507253626813406
181473,0.0008036432509135625,16,11,8.197986080024261e-13,6.38002320259371e-12,1.9278908723631083e-06,0.008031793674615085
181515,0.00014936064344096817,20,44,0.005431602390319759,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
181601,0.0003161156351802938,10,14,1.183522633118564e-06,1.8960503390239046e-07,0.0002707137508422266,0.0050025012506253125
181701,0.001650362405541406,56,17,-7.990967785548097e-19,-4.401152440540712e-18,9.316855239816719e-06,0.02801400700350175
182043,0.0007131303109055159,21,16,2.5081973770845293e-12,1.2478067967171093e-11,8.960322450400822e-08,0.010505252626313157
182769,0.000838540011490389,9,8,2.9412282318732647e-10,5.114086883967889e-11,0.0,0.07483679034213549
183000,9.246327264572017e-05,1,14,-7.446056830913534e-19,3.8447930864730577e-20,1.2518771898461744e-07,0.0005002501250625312
183004,0.001650362405541406,56,17,-8.170570197411277e-19,-4.357575643596812e-18,4.500475324122441e-06,0.02801400700350175
183049,0.000306882369620449,3,0,-0.0,8.70166179124757e-19,0.0,0.0015007503751875938
183080,0.000534355325053911,17,10,1.0674847169312087e-06,3.496868084439321e-07,3.9567267625741313e-05,0.008504252126063032
183233,0.0003573078384434994,7,9,1.0481795323773327e-06,1.0132202933470683e-07,6.75679848599642e-05,0.0035573342226668885
183244,0.000302415485840603,44,62,0.009288616245669528,0.007743204133193299,0.00010092832656845818,0.0839132398750236
183401,0.0006748689080474307,7,4,-4.133702571276161e-21,1.8514935594368794e-19,0.0,0.0038480778850963943
183745,0.000166407872916016,2,8,1.044570521623698e-06,1.8346453812159881e-09,0.00010077739196961807,0.0768281490043968
183751,0.0004423731253710841,1,3,2.6708741908491513e-22,1.649655757541365e-19,1.2518771898461744e-07,0.0009004502251125562
183865,0.0009007354248329004,28,12,1.088291882743504e-06,5.46962487926341e-07,0.0007230456672365046,0.11775495590932723
183980,8.64439217488278e-05,0,5,-9.56032280496297e-21,-4.0831824307708104e-19,0.0,0.0
184125,0.0004865602390284065,3,0,-0.0,8.259448058384916e-10,0.0,0.1381940740633136
184264,0.00052408867907518,17,8,1.0651411237996478e-06,3.497319902925418e-07,0.00010318061218511443,0.008504252126063032
184345,0.0005190554807688308,60,43,3.1772168201622698e-06,3.723128043676253e-06,1.0361102162867185e-05,0.11023316357150677
184494,0.00013097786191501462,4,10,1.0823524969438324e-06,8.346617116178953e-08,0.0,0.002001000500250125
184799,0.00031454054432892046,24,50,1.499876527312727e-06,5.999979839245536e-07,5.6710036700031697e-05,0.017884804471201117
184808,0.00019895071885821981,2,11,-2.6717616895515456e-21,-2.23268929127128e-19,0.0,0.004252126063031516
185172,0.00014102125396217016,3,8,1.0998014837946558e-06,6.279743071447557e-08,1.2679330115826144e-05,0.10050714204337409
185472,0.004502051536360091,44,13,2.640289257989007e-07,1.3494463355054796e-06,0.01161059424714505,0.23786053356209158
185527,0.00011515821417585164,5,18,-7.876610174057171e-19,-6.235728045715267e-19,6.259385949230872e-07,0.0025012506253126563
185552,0.00035686836125810447,25,29,1.29468374723424e-06,6.289831134205473e-07,0.00013134847218555735,0.021792408809446738
185627,8.64439217488278e-05,0,14,1.1088038142187094e-06,7.088716979186041e-19,0.0,0.0
185718,0.0011153887898155928,28,8,1.0937224813272265e-06,5.979148698040952e-07,0.0023089306969002474,0.1268053790408718
185850,0.00035732604313296014,25,28,1.3000299454604504e-06,6.290862386735134e-07,1.9269695774614896e-05,0.021792408809446738
185941,0.000575184448367622,2,2,-8.450531556890161e-21,6.641841477221088e-20,0.0,0.0010005002501250625
186066,0.00026866629739946235,8,9,1.1481349480952571e-06,1.7395705225927083e-07,3.5770289909073617e-06,0.00400200100050025
186305,0.000575184448367622,6,6,6.615815994579878e-21,7.529771468464955e-20,0.0,0.0030015007503751876
186750,0.00016588088570295087,5,12,3.2681024086479027e-09,8.997115889437808e-08,0.004308377078095271,0.1362657186280561
186763,0.00023631675155485617,1,1,7.760113379586292e-22,3.2624032256344977e-20,0.0,0.008841021818098592
186902,0.0016587963567018188,17,5,6.24460843283167e-09,2.072656258154104e-08,0.0009556204528690772,0.11457384675243605
186905,0.00034010207815903676,5,1,1.0352418435840192e-06,5.5660573025126694e-08,0.0004262659715386079,0.13948120474209605
187065,0.0004012823006540163,4,5,1.467016451923876e-09,2.164859904058281e-10,1.2518771898461744e-07,0.09657633396654586
187414,0.000565793933715147,2,2,-2.0165433459519392e-20,-2.6259183106826765e-19,0.0,0.0011255627813906953
187456,0.00024781954897830957,18,17,9.331615300321049e-09,3.50696198965555e-09,1.0514131953936825e-07,0.11503031626140992
187818,0.00014936064344096817,20,44,0.005431602390319758,0.0021166641886369267,6.709037267873857e-08,0.07417864070375109
187821,8.64439217488278e-05,0,1,4.096333449698726e-09,-2.3483147852790612e-20,0.0,0.0
187986,8.64439217488278e-05,0,17,1.35290491470546e-06,1.072717290034223e-19,0.0,0.0
188294,0.000575184448367622,1,1,-1.266523307387786e-21,-6.029385950235323e-19,0.0,0.0005002501250625312
188482,0.0004468332563731533,3,4,-1.419743145608778e-20,1.9217524822856644e-20,0.0,0.0028217233616808406
188712,9.79647270245102e-05,2,14,-7.245314509990324e-19,3.18359159612587e-19,0.0,0.0010005002501250625
188757,0.00011975765539681718,5,19,9.370817055642825e-09,9.910194186119906e-10,2.44238785077832e-07,0.09692548017068574
188978,8.64439217488278e-05,0,0,-0.0,-3.264587633083894e-19,0.0,0.0
189075,0.0005751844483676223,29,29,1.3219565810275037e-18,2.98346490182658e-18,0.0,0.014507253626813406
189340,0.0005676705581291157,2,2,1.858997082831812e-21,-1.1203896143831978e-19,1.2518771898461744e-07,0.0011255627813906953
189691,0.00035732604313296014,25,28,1.293594032977559e-06,6.289620934259059e-07,2.431297245370949e-05,0.021792408809446738
189938,0.0005190554807688308,60,43,3.2093014857339622e-06,3.7225094872939706e-06,1.9135914983668295e-05,0.11023316357150677
190165,0.0003151713822440317,25,29,1.7767398103114324e-08,9.724282557920853e-09,8.603020199529032e-07,0.12086424793462583
190196,0.00031509930000142876,24,28,1.2909599807275586e-06,5.999979252257792e-07,1.0070295212866497e-05,0.018009004502251125
190375,0.00033834641587546124,50,61,0.009155719178654632,0.008509106304754847,0.0001429569375476115,0.08396955748567796
190607,8.64439217488278e-05,0,2,1.0355254995481001e-06,-2.6991021219161745e-19,0.0,0.0
190849,8.64439217488278e-05,0,9,1.1728168903670894e-05,-2.17345544896415e-19,0.0,0.0
190976,0.00013407650102015045,1,4,7.191771720512159e-14,1.3869283467949453e-15,0.0,0.004732293153876208
191219,0.0005655329110460844,4,4,2.903422401433322e-20,4.962789742588828e-19,1.3353356691692525e-06,0.003762297815574454
191302,0.000575184448367622,2,2,-2.8082482427623087e-21,1.7019570859665785e-19,0.0,0.0010005002501250625
191659,8.64439217488278e-05,0,1,1.0352418435840192e-06,-4.759798159766079e-20,0.0,0.0
192120,0.002412985025993352,90,4,1.0518195586359695e-06,2.3495984080157744e-06,0.0018322186499379568,0.1843083338870516
192140,0.00019482138654167014,2,5,0.0004629528348765733,1.7934597695940573e-05,8.34584793230783e-08,0.08177427493703279
192404,0.0007437615478240431,21,16,3.2030689427591536e-09,1.2190207506479852e-09,8.960322450400822e-08,0.013488628372157094
192479,8.64439217488278e-05,0,1,2.954794676632038e-10,1.363268032926105e-18,0.0,0.0
192723,0.0006163787545810982,10,10,5.884843664563747e-10,2.0199702987692188e-08,1.7526280657846441e-06,0.0050025012506253125
192767,0.00036444966019445106,1,9,1.099097192459924e-06,1.0460743309106973e-10,0.0014222994046239003,0.07491894649919771
192929,0.0007568675241239146,42,1,2.994250168037079e-10,8.866400542443299e-07,0.00030620916063637426,0.06726593583530116
192985,0.00010893154509198136,13,52,3.256093709086546e-06,8.173389283997722e-07,0.0,0.006536601634150409
193226,8.64439217488278e-05,0,1,1.0352418435840192e-06,9.5560734953867e-21,0.0,0.0
193305,0.00015224626499277792,21,23,0.004090069161601634,0.0022213793937270097,8.782866878581401e-06,0.07418597133332948
193358,0.0003151604542506189,24,27,1.2834568781758279e-06,5.999980045167214e-07,9.480124537653301e-06,0.018009004502251125
193487,0.00031647843038500815,45,1,9.059840615828295e-06,0.007947948128915323,1.6766212364011272e-06,0.08395077655132643
193520,8.64439217488278e-05,0,6,-3.7646450507476224e-21,-3.59708680930122e-20,0.0,0.0
193826,0.0004140489848136916,25,34,0.004424218144400602,0.0021511921390469186,0.0028276588062718677,0.09504784045605989
193985,8.64439217488278e-05,0,10,1.0982106801045642e-06,4.1854462280956754e-20,0.0,0.0
194013,0.000239193091631218,42,60,0.007255479831160476,0.005561222740459845,2.289099798380755e-05,0.06665078965834689
194043,8.64439217488278e-05,0,8,1.0972980369605433e-06,-1.2926031411129003e-19,0.0,0.0
194330,8.64439217488278e-05,0,2,4.951992320029147e-16,-3.154481806604598e-20,0.0,0.0
194457,0.0006748689080474306,7,4,7.836991611091427e-21,-1.7778337704666973e-19,0.0,0.0038480778850963943
194489,0.0007910405541940046,12,11,5.848096697207937e-09,6.044081621193777e-08,4.496313040833727e-05,0.13801946018054073
194518,0.0005384840244503167,61,45,3.2465297361222273e-06,3.7234936024852596e-06,0.0003002201446619455,0.11042774991496926
194930,0.000575184448367622,4,4,1.0597795983144666e-20,1.453547060102431e-19,0.0,0.002001000500250125
195084,0.0007924643756394557,1,1,-7.324046864383408e-22,-8.659651809390556e-19,0.0,0.0006670001667500416
195085,0.0006286673761596254,14,1,1.0352418435840192e-06,1.3472760973043497e-19,0.002825236442044847,0.007003501750875438
195247,0.00010966186008861618,4,46,3.103592185215663e-06,2.4734792503888674e-07,0.0007965058243379374,0.09347376963291758
195534,0.00032514129910969213,4,1,1.8216538133156573e-20,8.70956724365123e-19,0.0,0.002001000500250125
195570,8.64439217488278e-05,0,1,2.2782433955052972e-20,2.429697041910388e-19,0.0,0.0
195916,0.0006729325536913809,5,4,-4.131907474077474e-20,-3.2454023697570807e-19,0.0,0.0025012506253126563
195918,0.0003373331822828171,49,0,-0.0,0.008481279879565684,0.0,0.08407849233797263
196339,0.00027286511728989975,3,12,8.827453760266023e-08,4.028543875612518e-08,0.0009208037302822702,0.08776895170372513
196367,0.00010600364966458338,1,15,1.3460189690792317e-06,2.5955707018653035e-08,0.0,0.10115723540250116
196599,0.00013407650102015045,1,4,7.191771720512159e-14,1.3869887350764583e-15,0.0,0.004732293153876208
196800,9.59202877552326e-05,3,60,0.00923824967547227,0.00033931755196169906,2.3622418153016803e-06,0.07352476434103439
197009,0.0005693783418764818,8,6,6.266135180310019e-09,8.243952658293865e-08,7.656719345897268e-05,0.08782029058516157
197022,0.0003154708954382723,25,30,1.7833128518829577e-08,9.723015349433596e-09,2.420460166907226e-05,0.12086424793462583
197042,0.0002390173475094051,42,57,0.0070471739572422615,0.005565238644191621,4.34215224358834e-06,0.06665078965834689
197055,0.00029660209381547414,10,12,1.0689013796007624e-06,2.0607220326898427e-07,0.0,0.0050025012506253125
198090,0.0009518002724265228,16,7,1.4277888239273748e-08,3.42494208896224e-07,1.4880682992516686e-05,0.14480861186766225
198140,0.0007795618149684649,4,4,7.232976483404832e-14,5.022569160349024e-12,6.59739279048934e-05,0.010090648437058996
198470,0.00022410214177361447,8,16,-3.260687859932878e-20,1.188123039884944e-19,0.0,0.0053360013340003325
198498,0.00013097786191501462,4,10,1.0823524969438235e-06,8.346617116241378e-08,0.0,0.002001000500250125
198520,8.64439217488278e-05,0,2,1.3832481856728871e-07,-8.917177124036325e-20,0.0,0.0
198684,0.000519284388437532,60,44,3.2271287378502503e-06,3.7221657978567756e-06,3.648656833006859e-05,0.11023316357150677
198951,0.0001410984984026202,6,46,3.299435130572525e-06,3.779342073031068e-07,0.0,0.09376565624805908
199078,0.0001230751663288186,17,54,2.275815467234989e-06,8.453695510104978e-07,6.657896867278607e-05,0.008504252126063032
199309,0.000293689114728123,12,16,1.1859560304424393e-06,2.776230733543792e-07,1.7484551418184906e-06,0.11667513893720252
199483,0.0007131303109055159,21,16,2.508197378868209e-12,1.2478067841635304e-11,8.960322450400822e-08,0.010505252626313157
199487,0.0006583813607144265,44,36,9.187366594506195e-07,1.9062992000600425e-06,4.085398320666542e-06,0.17340906535503833
199513,0.000575184448367622,2,2,7.152847022711953e-21,-6.131949163981514e-19,0.0,0.0010005002501250625
199659,0.000575184448367622,2,2,-5.574690385502235e-21,2.8257203907552533e-19,0.0,0.0010005002501250625
199822,0.0015795555929256553,19,7,3.2618864820148774e-09,1.2647584998275457e-09,0.0,0.11993423477079274
199978,8.64439217488278e-05,0,7,5.869215288375144e-20,-5.496515835553107e-20,0.0,0.0
200687,0.000152858111275447,3,5,1.06181464886515e-06,7.89065848388332e-08,0.00011748630692812001,0.11700246943920839
200822,0.00011201473788264109,2,16,1.372004261753872e-06,2.6554923185883174e-08,1.6717843213550405e-05,0.11584688949412979
201128,0.0002989915950189322,43,60,0.009214937851814852,0.007605738883146276,1.1230510692739193e-05,0.08390386095025831
201273,8.64439217488278e-05,0,1,1.2363787845150766e-20,-3.687152047540074e-19,0.0,0.0
201333,8.64439217488278e-05,0,4,1.573193098305141e-07,-8.986093570871326e-20,0.0,0.0
201425,0.0003092938504171773,13,2,1.0395681080571293e-06,3.004869761268026e-07,0.0,0.11669327590890113
201497,0.00032212479845923733,18,8,4.221507774393615e-09,4.538681101637812e-09,0.0006770209548229598,0.11636767073662395
201856,0.00012645597102324072,2,3,9.588653398856793e-08,4.605280287370922e-08,0.0006204412470045286,0.09899615507344865
201903,0.000575184448367622,2,2,5.23945496133218e-21,3.241331466492809e-19,0.0,0.0010005002501250625
201982,0.000519503311184958,60,45,3.2144692577481318e-06,3.7224098584414635e-06,4.17032396230674e-05,0.11023316357150677
201992,0.0003578186274604291,25,27,1.2925309557321612e-06,6.289415872436235e-07,1.86795250994017e-05,0.021792408809446738
202079,0.0002792563355819435,4,2,3.752491307833533e-20,6.440242855392433e-19,2.503754379692349e-07,0.002001000500250125
202096,0.00010893154509198136,13,52,3.2560937090865494e-06,8.173389283995175e-07,0.0,0.006536601634150409
202127,0.0005664364821656548,22,19,1.3745644181478077e-06,5.184126607032132e-07,0.0005108584145159842,0.1427434576767372
202284,0.0011181056470615438,3,1,-2.613230282340054e-21,3.992636457938324e-19,5.007508759384698e-07,0.0015007503751875938
202313,0.0007978020336607596,11,13,5.638483691907657e-08,2.1257134839672876e-08,0.0003610178237589124,0.13756420082865328
202471,0.0006828006075166174,5,3,7.884326340395855e-17,5.021184412507646e-12,4.2313449016800696e-05,0.00953417885413295
202483,8.64439217488278e-05,0,3,-2.620512899061018e-20,4.023066863448816e-20,0.0,0.0
202577,0.0016441018294632186,19,11,3.272099658283546e-09,1.2645616013373005e-09,0.00047984452686803867,0.11993423477079274
202641,0.0010978318540592995,18,4,1.045742492508806e-06,3.695162586751415e-07,0.0006131061479128463,0.12381458748506698
202894,0.00023888969573063247,42,55,0.006806502955884767,0.005569878511298113,2.635530925991946e-08,0.06665078965834689
202902,8.64439217488278e-05,0,0,-0.0,6.340662062927643e-20,0.0,0.0
203086,0.00013514725065498766,2,14,3.064282431973996e-09,1.1254676115532296e-10,0.0,0.0037711163273944663
203187,0.0001158357147983773,2,4,8.823404745941696e-22,-2.295519440774508e-19,1.0015017518769395e-06,0.0010005002501250625
203188,8.64439217488278e-05,0,0,-0.0,-4.632532686481639e-22,0.0,0.0
203322,0.000575184448367622,2,2,-4.552733683423282e-22,-1.2839885706472303e-19,0.0,0.0010005002501250625
203525,0.000519503311184958,60,45,3.246553923319858e-06,3.721791302056775e-06,5.047805244386865e-05,0.11023316357150677
203662,0.0004830361032995259,9,12,1.1019006846571033e-06,1.9311996055734467e-07,0.0015225243738623232,0.11987988564707139
203842,0.0002889949849592271,5,15,1.7753433233834595e-08,2.82275590266658e-07,0.004857292675981778,0.14076276840839322
203887,0.000593251017866809,3,3,1.0936539314405025e-06,6.346900781427811e-08,0.0,0.12755953167747852
